"","Chromosome","Start","End","Score","Strand","Phase","gene_short_name","Note","Cluster"
"5032","chr1",41065567,41066415,".","+",".","Medtr1g090957","legume lectin beta domain protein","cluster7"
"5035","chr1",41088570,41090016,".","+",".","Medtr1g090973","legume lectin beta domain protein","cluster7"
"5037","chr1",41108018,41108551,".","+",".","Medtr1g090987","cytochrome P450 family 76 protein","cluster7"
"5041","chr1",41127541,41129848,".","+",".","Medtr1g091010","cytochrome P450 family protein","cluster7"
"5237","chr1",42795577,42799283,".","+",".","Medtr1g095070","major intrinsic protein (MIP) family transporter","cluster7"
"5292","chr1",43207513,43208350,".","+",".","Medtr1g095940","hypothetical protein","cluster7"
"5321","chr1",43469198,43469757,".","-",".","Medtr1g096530","hypothetical protein","cluster7"
"5468","chr1",44639757,44644069,".","-",".","Medtr1g099020","serine decarboxylase","cluster7"
"5749","chr1",46630556,46633467,".","+",".","Medtr1g103070","IQ calmodulin-binding motif protein","cluster7"
"5812","chr1",47003353,47006854,".","-",".","Medtr1g103850","WNK kinase","cluster7"
"5841","chr1",47256903,47257899,".","+",".","Medtr1g104840","hypothetical protein","cluster7"
"5996","chr1",48267842,48272548,".","+",".","Medtr1g106430","phototropic-responsive NPH3 family protein","cluster7"
"5997","chr1",48276187,48277145,".","+",".","Medtr1g106420","LOB domain protein","cluster7"
"6009","chr1",48402045,48402972,".","+",".","Medtr1g106915","gibberellin-regulated family protein","cluster7"
"6108","chr1",49095491,49096797,".","-",".","Medtr1g108640","DUF4228 domain protein","cluster7"
"6319","chr1",50747864,50748766,".","+",".","Medtr1g112200","germin family 1 protein","cluster7"
"6420","chr1",51538347,51540562,".","+",".","Medtr1g114210","nodulin MtN21/EamA-like transporter family protein","cluster7"
"6516","chr1",52155998,52161852,".","-",".","Medtr1g115475","glycoside hydrolase family 20 domain protein","cluster7"
"6521","chr1",52199599,52200660,".","-",".","Medtr1g115510","disease resistance response/dirigent-like protein","cluster7"
"6522","chr1",52202370,52203278,".","-",".","Medtr1g115515","disease resistance-responsive dirigent domain protein","cluster7"
"6542","chr1",52327041,52330297,".","+",".","Medtr1g115850","chalcone-flavanone isomerase family protein","cluster7"
"6546","chr1",52342787,52344943,".","-",".","Medtr1g115900","cationic peroxidase","cluster7"
"6736","chr2",812093,814761,".","+",".","Medtr2g007060","2OG-Fe(II) oxygenase family oxidoreductase","cluster7"
"6918","chr2",2050938,2055672,".","-",".","Medtr2g009720","class I glutamine amidotransferase","cluster7"
"6980","chr2",2451482,2451976,".","+",".","Medtr2g010580","CAP cysteine-rich secretory protein antigen 5","cluster7"
"7100","chr2",3114814,3115913,".","+",".","Medtr2g012520","Novel GRP family","cluster7"
"7532","chr2",6199802,6202674,".","-",".","Medtr2g019190","jasmonate zim-domain protein","cluster7"
"7618","chr2",6854406,6854963,".","-",".","Medtr2g020550","hypothetical protein","cluster7"
"7874","chr2",8731579,8740090,".","-",".","Medtr2g024290","LysM receptor kinase K1B","cluster7"
"7892","chr2",8901978,8903156,".","+",".","Medtr2g025080","RING/U-box protein putative","cluster7"
"8014","chr2",9738340,9739226,".","+",".","Medtr2g026760","Lipid transfer protein","cluster7"
"8123","chr2",10610515,10611909,".","-",".","Medtr2g028590","ATRAD3 putative","cluster7"
"8125","chr2",10613526,10615435,".","-",".","Medtr2g028610","ATRAD3 putative","cluster7"
"8256","chr2",11663347,11664765,".","+",".","Medtr2g030835","root cap/late embryogenesis-like protein","cluster7"
"8393","chr2",12799981,12800746,".","+",".","Medtr2g033630","plant invertase/pectin methylesterase inhibitor","cluster7"
"8664","chr2",14910384,14912626,".","+",".","Medtr2g437770","peroxidase family protein","cluster7"
"8696","chr2",15114611,15116647,".","-",".","Medtr2g035430","cationic amino acid transporter","cluster7"
"8786","chr2",15772197,15773551,".","+",".","Medtr2g036440","malectin/receptor-like kinase family protein","cluster7"
"9021","chr2",17599414,17600098,".","+",".","Medtr2g040120","DNA-directed RNA polymerase subunit beta","cluster7"
"9044","chr2",17774432,17778308,".","-",".","Medtr2g040510","MAP kinase kinase","cluster7"
"9082","chr2",18056680,18058170,".","-",".","Medtr2g041180","DUF247 domain protein","cluster7"
"9174","chr2",18732619,18733579,".","-",".","Medtr2g043030","ethylene-responsive transcription factor ERF017-like protein","cluster7"
"9175","chr2",18735139,18736158,".","-",".","Medtr2g043040","TINY transcription factor","cluster7"
"9176","chr2",18742621,18743617,".","-",".","Medtr2g043050","ethylene-responsive transcription factor ERF017-like protein","cluster7"
"9222","chr2",19136731,19137570,".","-",".","Medtr2g044020","SAUR-like auxin-responsive family protein","cluster7"
"9263","chr2",19543107,19543883,".","-",".","Medtr2g044940","hypothetical protein","cluster7"
"9448","chr2",21491260,21497003,".","-",".","Medtr2g048720","inositol transporter 4","cluster7"
"9709","chr2",24163022,24165750,".","-",".","Medtr2g058470","chalcone and stilbene synthase family protein","cluster7"
"9978","chr2",26494431,26498275,".","+",".","Medtr2g062730","NAC transcription factor-like protein","cluster7"
"9998","chr2",26640890,26645874,".","+",".","Medtr2g063000","serine carboxypeptidase-like protein","cluster7"
"10010","chr2",26800818,26805019,".","-",".","Medtr2g063510","DNA-3-methyladenine glycosylase I","cluster7"
"10288","chr2",29502243,29504071,".","+",".","Medtr2g070110","glutathione S-transferase amino-terminal domain protein","cluster7"
"10670","chr2",32638972,32640594,".","-",".","Medtr2g078360","BZIP transcription factor putative","cluster7"
"10671","chr2",32641484,32642266,".","-",".","Medtr2g078370","BZIP transcription factor putative","cluster7"
"11119","chr2",36169420,36170996,".","-",".","Medtr2g086040","cytochrome P450 family 94 protein","cluster7"
"11168","chr2",36464677,36466663,".","+",".","Medtr2g086740","plant integral membrane protein","cluster7"
"11176","chr2",36515626,36517634,".","+",".","Medtr2g086920","F-box plant-like protein","cluster7"
"11313","chr2",37537716,37538597,".","+",".","Medtr2g088990","plastocyanin-like domain protein","cluster7"
"11433","chr2",38348854,38351491,".","+",".","Medtr2g090245","epoxide hydrolase-like protein","cluster7"
"11529","chr2",39027589,39030827,".","+",".","Medtr2g090900","bZIP family transcription factor","cluster7"
"11576","chr2",39364688,39365883,".","-",".","Medtr2g091235","heavy metal transport/detoxification superfamily protein","cluster7"
"11812","chr2",41275256,41281199,".","-",".","Medtr2g096670","fusaric acid resistance-like protein","cluster7"
"11905","chr2",41899473,41901649,".","-",".","Medtr2g098060","transmembrane protein putative","cluster7"
"11916","chr2",41997376,41999106,".","-",".","Medtr2g098250","LRR receptor-like kinase family protein","cluster7"
"11933","chr2",42154588,42159833,".","-",".","Medtr2g098520","glycoside hydrolase family 1 protein","cluster7"
"11934","chr2",42164537,42170139,".","-",".","Medtr2g098540","glycoside hydrolase family 1 protein","cluster7"
"12107","chr2",43394459,43395841,".","-",".","Medtr2g100880","histidine phosphotransfer protein","cluster7"
"12128","chr2",43584848,43585844,".","+",".","Medtr2g101370","major intrinsic protein (MIP) family transporter","cluster7"
"12155","chr2",43763177,43770055,".","+",".","Medtr2g101720","homeobox leucine zipper protein","cluster7"
"12244","chr2",44407172,44410139,".","+",".","Medtr2g103170","plant/F18G18-200 protein","cluster7"
"12285","chr2",44625414,44629212,".","-",".","Medtr2g103650","polygalacturonase/glycoside hydrolase family protein","cluster7"
"12655","chr3",1590991,1596102,".","+",".","Medtr3g008580","monocopper oxidase SKS1-like protein","cluster7"
"13193","chr3",6126802,6132525,".","+",".","Medtr3g021060","Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein","cluster7"
"13492","chr3",8962413,8963001,".","+",".","Medtr3g028260","transmembrane protein putative","cluster7"
"13505","chr3",9028975,9029562,".","-",".","Medtr3g028490","hypothetical protein","cluster7"
"13898","chr3",13020251,13021792,".","+",".","Medtr3g438070","transcription factor","cluster7"
"13939","chr3",13353643,13361176,".","+",".","Medtr3g035970","glutamate-ammonia ligase-like protein","cluster7"
"14292","chr3",18015303,18017582,".","+",".","Medtr3g048590","receptor-like protein","cluster7"
"14326","chr3",18358569,18363977,".","-",".","Medtr3g049330","Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein","cluster7"
"14539","chr3",20768365,20768913,".","+",".","Medtr3g052520","hypothetical protein","cluster7"
"14651","chr3",21660763,21661924,".","-",".","Medtr3g055130","pathogenesis-related protein bet V I family protein","cluster7"
"14801","chr3",23016585,23018850,".","-",".","Medtr3g058210","cytochrome P450 family 71 protein","cluster7"
"14831","chr3",23307135,23311370,".","-",".","Medtr3g058610","naringenin 3-dioxygenase (flavanone-3-hydroxylase)","cluster7"
"14899","chr3",24065055,24068423,".","+",".","Medtr3g461000","ATP-dependent Clp protease ATP-binding subunit putative","cluster7"
"15094","chr3",25423499,25428111,".","-",".","Medtr3g463490","cell division control protein","cluster7"
"15136","chr3",25727319,25730333,".","+",".","Medtr3g464040","alpha/beta fold hydrolase","cluster7"
"15199","chr3",26263913,26265787,".","-",".","Medtr3g465010","acyl-CoA N-acyltransferase (NAT) superfamily protein putative","cluster7"
"15204","chr3",26314240,26316440,".","-",".","Medtr3g465090","(3S)-linalool/(E)-nerolidol/(EE)-geranyl linalool synthase","cluster7"
"15276","chr3",26925327,26926335,".","+",".","Medtr3g031140","DUF4228 domain protein","cluster7"
"15351","chr3",27476444,27478431,".","-",".","Medtr3g466760","expansin A10","cluster7"
"15353","chr3",27487700,27489977,".","-",".","Medtr3g466790","expansin A10","cluster7"
"15483","chr3",28566348,28568344,".","-",".","Medtr3g063120","(3S)-linalool/(E)-nerolidol/(EE)-geranyl linalool synthase","cluster7"
"15485","chr3",28573093,28575448,".","-",".","Medtr3g063140","(3S)-linalool/(E)-nerolidol/(EE)-geranyl linalool synthase","cluster7"
"15486","chr3",28579254,28580412,".","-",".","Medtr3g063160","(3S)-linalool/(E)-nerolidol/(EE)-geranyl linalool synthase","cluster7"
"15487","chr3",28584196,28586674,".","-",".","Medtr3g063170","(3S)-linalool/(E)-nerolidol/(EE)-geranyl linalool synthase","cluster7"
"15594","chr3",29353215,29355431,".","+",".","Medtr3g065080","Avr9/Cf-9 rapidly elicited protein","cluster7"
"15664","chr3",29926556,29927479,".","-",".","Medtr3g067280","albumin I","cluster7"
"15667","chr3",29976026,29976546,".","-",".","Medtr3g467760","Leginsulin/Albumin-1","cluster7"
"15865","chr3",31458897,31461214,".","-",".","Medtr3g070210","major intrinsic protein (MIP) family transporter","cluster7"
"15870","chr3",31501481,31507102,".","+",".","Medtr3g070290","anthranilate synthase alpha 1","cluster7"
"15907","chr3",31789372,31793156,".","-",".","Medtr3g070860","leucoanthocyanidin dioxygenase-like protein","cluster7"
"15908","chr3",31810070,31811872,".","+",".","Medtr3g070880","ARM repeat CCCH-type zinc finger protein","cluster7"
"15938","chr3",32063196,32064085,".","-",".","Medtr3g071470","pollen Ole e I family allergen","cluster7"
"16073","chr3",32986836,32990367,".","-",".","Medtr3g073180","nitrate reductase [NADH]-like protein","cluster7"
"16134","chr3",33493144,33495649,".","-",".","Medtr3g074180","trehalose-6-phosphate phosphatase","cluster7"
"16184","chr3",33820784,33822066,".","+",".","Medtr3g074860","phosphate-responsive 1 family protein","cluster7"
"16185","chr3",33828007,33829253,".","+",".","Medtr3g074890","phosphate-responsive 1 family protein","cluster7"
"16188","chr3",33854978,33861396,".","+",".","Medtr3g074930","inactive purple acid phosphatase-like protein","cluster7"
"16191","chr3",33871166,33876028,".","+",".","Medtr3g074970","inactive purple acid phosphatase-like protein","cluster7"
"16197","chr3",33930977,33932091,".","-",".","Medtr3g089090","EF hand calcium-binding family protein","cluster7"
"16199","chr3",33938012,33938899,".","-",".","Medtr3g089070","EF hand calcium-binding family protein","cluster7"
"16406","chr3",35573766,35574929,".","+",".","Medtr3g078800","late embryogenesis abundant hydroxyproline-rich glycoprotein putative","cluster7"
"16552","chr3",36600937,36601679,".","+",".","Medtr3g080860","hypothetical protein","cluster7"
"16723","chr3",37718516,37720729,".","-",".","Medtr3g083570","calmodulin-binding family protein","cluster7"
"16796","chr3",38213808,38215025,".","-",".","Medtr3g084620","xyloglucan endotransglucosylase/hydrolase family protein","cluster7"
"16797","chr3",38217681,38219500,".","-",".","Medtr3g084630","xyloglucan endotransglucosylase/hydrolase family protein","cluster7"
"16922","chr3",39075103,39077038,".","+",".","Medtr3g086310","pectate lyase family protein","cluster7"
"16968","chr3",39401070,39404676,".","+",".","Medtr3g086910","G protein coupled receptor","cluster7"
"17018","chr3",39681582,39682315,".","-",".","Medtr3g087540","pollen Ole e I family allergen","cluster7"
"17034","chr3",39823147,39823882,".","-",".","Medtr3g087870","hypothetical protein","cluster7"
"17036","chr3",39833602,39834289,".","-",".","Medtr3g087890","hypothetical protein","cluster7"
"17207","chr3",41196627,41198512,".","+",".","Medtr3g090760","ethylene response factor","cluster7"
"17350","chr3",42331408,42332487,".","+",".","Medtr3g092630","hypothetical protein","cluster7"
"17368","chr3",42467242,42472806,".","+",".","Medtr3g092890","2OG-Fe(II) oxygenase family oxidoreductase","cluster7"
"17374","chr3",42503445,42505313,".","-",".","Medtr3g092990","peroxidase family protein","cluster7"
"17405","chr3",42689173,42696248,".","-",".","Medtr3g093430","ABC transporter B family protein","cluster7"
"17529","chr3",43629127,43629952,".","-",".","Medtr3g095480","transmembrane protein putative","cluster7"
"17674","chr3",44660826,44661550,".","+",".","Medtr3g097420","Defensin","cluster7"
"17804","chr3",45575495,45576698,".","-",".","Medtr3g099430","transmembrane protein putative","cluster7"
"17818","chr3",45670902,45673320,".","-",".","Medtr3g099620","basic helix loop helix (BHLH) DNA-binding family protein","cluster7"
"17822","chr3",45694398,45696506,".","+",".","Medtr3g099670","clathrin assembly protein","cluster7"
"17987","chr3",46973917,46975551,".","-",".","Medtr3g101960","HXXXD-type acyl-transferase family protein","cluster7"
"17988","chr3",46980131,46981487,".","-",".","Medtr3g101970","HXXXD-type acyl-transferase family protein","cluster7"
"18052","chr3",47435455,47436584,".","-",".","Medtr3g102980","C2H2-type zinc finger protein","cluster7"
"18238","chr3",48800321,48803170,".","-",".","Medtr3g105790","peroxidase family protein","cluster7"
"18336","chr3",49544686,49546089,".","+",".","Medtr3g107393","IDS4-like protein","cluster7"
"18473","chr3",50470766,50471611,".","+",".","Medtr3g109160","SAUR-like auxin-responsive family protein","cluster7"
"18574","chr3",51150267,51153619,".","+",".","Medtr3g110172","bark storage-like protein","cluster7"
"18575","chr3",51162648,51169446,".","+",".","Medtr3g110175","bark storage-like protein","cluster7"
"18601","chr3",51332152,51334611,".","-",".","Medtr3g109760","GATA transcription factor putative","cluster7"
"18619","chr3",51495442,51500559,".","+",".","Medtr3g110330","NADP-dependent malic enzyme-like protein","cluster7"
"18677","chr3",52012356,52017451,".","+",".","Medtr3g111310","phosphoglycerate mutase family protein","cluster7"
"19030","chr3",54745233,54747607,".","+",".","Medtr3g117060","salicylic acid carboxyl methyltransferase","cluster7"
"19375","chr4",1738317,1741928,".","+",".","Medtr4g009040","cinnamoyl-CoA reductase","cluster7"
"19390","chr4",1819727,1824740,".","-",".","Medtr4g009110","helix loop helix DNA-binding domain protein","cluster7"
"19391","chr4",1840252,1841959,".","-",".","Medtr4g009540","helix loop helix DNA-binding domain protein","cluster7"
"19459","chr4",2414519,2419452,".","-",".","Medtr4g010650","phospholipase D alpha 1","cluster7"
"19774","chr4",4776443,4782132,".","+",".","Medtr4g015790","leucoanthocyanidin dioxygenase-like protein","cluster7"
"19956","chr4",6117884,6119979,".","-",".","Medtr4g019520","glyoxal oxidase amino-terminal protein","cluster7"
"20135","chr4",7636750,7638321,".","-",".","Medtr4g022800","HXXXD-type acyl-transferase family protein","cluster7"
"20187","chr4",7967754,7971122,".","-",".","Medtr4g023550","DUF1499 family protein","cluster7"
"20250","chr4",8481916,8491949,".","-",".","Medtr4g024960","arginase family protein","cluster7"
"20318","chr4",9146474,9147729,".","+",".","Medtr4g026590","Leginsulin/Albumin-1","cluster7"
"20444","chr4",10074033,10076443,".","-",".","Medtr4g029190","class III peroxidase","cluster7"
"20445","chr4",10082646,10084664,".","-",".","Medtr4g029200","class III peroxidase","cluster7"
"20455","chr4",10149453,10151097,".","-",".","Medtr4g029390","Lipid transfer protein","cluster7"
"20618","chr4",11522618,11524605,".","+",".","Medtr4g033170","isoflavone-7-O-methyltransferase","cluster7"
"20620","chr4",11547195,11548923,".","+",".","Medtr4g033200","isoflavone-7-O-methyltransferase","cluster7"
"20734","chr4",12675657,12676690,".","-",".","Medtr4g035855","plant invertase/pectin methylesterase inhibitor","cluster7"
"20887","chr4",14111599,14114367,".","+",".","Medtr4g039680","DUF642 family protein","cluster7"
"20888","chr4",14124553,14127333,".","+",".","Medtr4g039720","DUF642 family protein","cluster7"
"20889","chr4",14128546,14130863,".","+",".","Medtr4g039740","DUF642 family protein","cluster7"
"20938","chr4",14781387,14785834,".","-",".","Medtr4g044110","cytokinin oxidase/dehydrogenase-like protein","cluster7"
"20964","chr4",15130088,15131171,".","-",".","Medtr4g044463","STIG1-like protein","cluster7"
"20980","chr4",15502061,15504944,".","+",".","Medtr4g045667","beta-amylase","cluster7"
"20988","chr4",15559438,15559938,".","-",".","Medtr4g045710","transmembrane protein putative","cluster7"
"21073","chr4",16525346,16527516,".","-",".","Medtr4g046713","peroxidase family protein","cluster7"
"21113","chr4",16976075,16976817,".","+",".","Medtr4g048060","DUF4228 domain protein","cluster7"
"21156","chr4",17431937,17432610,".","+",".","Medtr4g049550","disease resistance-responsive dirigent domain protein","cluster7"
"21425","chr4",19418613,19424375,".","+",".","Medtr4g053630","subtilisin-like serine protease","cluster7"
"21426","chr4",19426355,19430829,".","+",".","Medtr4g053635","subtilisin-like serine endopeptidase family protein","cluster7"
"21474","chr4",19931469,19933167,".","+",".","Medtr4g054920","cytochrome P450 family 94 protein","cluster7"
"21607","chr4",21083030,21085982,".","-",".","Medtr4g057450","xyloglucan endotransglucosylase/hydrolase family protein","cluster7"
"21646","chr4",21371108,21373227,".","+",".","Medtr4g057865","high affinity nitrate transporter 2.7","cluster7"
"21648","chr4",21384217,21386449,".","-",".","Medtr4g057890","high affinity nitrate transporter 2.7","cluster7"
"21861","chr4",23213885,23215098,".","-",".","Medtr4g062470","disease resistance-responsive dirigent domain protein","cluster7"
"21865","chr4",23238019,23239174,".","+",".","Medtr4g062520","disease resistance-responsive dirigent domain protein","cluster7"
"21876","chr4",23338918,23341036,".","+",".","Medtr4g063090","tonoplast intrinsic protein","cluster7"
"22108","chr4",24927763,24936093,".","-",".","Medtr4g066130","AMP-binding enzyme","cluster7"
"22128","chr4",25158601,25161504,".","-",".","Medtr4g066580","glycoside hydrolase family 1 protein","cluster7"
"22200","chr4",25648619,25649062,".","+",".","Medtr4g068420","BURP domain protein","cluster7"
"22268","chr4",26161660,26164540,".","-",".","Medtr4g069520","BURP domain protein","cluster7"
"22271","chr4",26179433,26182803,".","-",".","Medtr4g069550","BURP domain protein","cluster7"
"22273","chr4",26191731,26193092,".","-",".","Medtr4g069570","BURP domain protein","cluster7"
"22378","chr4",26845686,26847561,".","+",".","Medtr4g071200","salt tolerance-like protein","cluster7"
"22520","chr4",27642850,27644427,".","-",".","Medtr4g073090","3-oxo-delta(45)-steroid 5-beta-reductase-like protein","cluster7"
"22787","chr4",29702473,29705399,".","+",".","Medtr4g077590","hypothetical protein","cluster7"
"22883","chr4",30411899,30413146,".","-",".","Medtr4g078710","ethylene response factor","cluster7"
"22908","chr4",30569730,30571434,".","+",".","Medtr4g079160","orcinol O-methyltransferase","cluster7"
"23031","chr4",31431311,31435216,".","-",".","Medtr4g081180","40S ribosomal protein S28-1","cluster7"
"23054","chr4",31602231,31605138,".","+",".","Medtr4g081460","sesquiterpene synthase","cluster7"
"23090","chr4",31869526,31871135,".","+",".","Medtr4g081880","casparian strip membrane protein","cluster7"
"23144","chr4",32250097,32257652,".","+",".","Medtr4g082950","glycogen/starch/alpha-glucan phosphorylase family protein","cluster7"
"23289","chr4",33416965,33423437,".","+",".","Medtr4g085540","polyadenylate-binding protein","cluster7"
"23327","chr4",33718625,33719422,".","+",".","Medtr4g086160","AP2/ERF domain transcription factor","cluster7"
"23328","chr4",33720693,33721543,".","+",".","Medtr4g086165","AP2/ERF domain transcription factor","cluster7"
"23331","chr4",33735270,33736376,".","+",".","Medtr4g086190","AP2/ERF domain transcription factor","cluster7"
"23332","chr4",33750080,33751180,".","+",".","Medtr4g086220","AP2/ERF domain transcription factor","cluster7"
"23815","chr4",37232519,37233312,".","-",".","Medtr4g093810","hypothetical protein","cluster7"
"23828","chr4",37315181,37324184,".","+",".","Medtr4g094060","white-brown-complex ABC transporter family protein","cluster7"
"23865","chr4",37609316,37613573,".","+",".","Medtr4g094285","beta-xylosidase/alpha-L-arabinofuranosidase-like protein","cluster7"
"23882","chr4",37751658,37752707,".","-",".","Medtr4g094332","vacuolar iron transporter-like protein","cluster7"
"24184","chr4",40182691,40183556,".","+",".","Medtr4g097510","enoyl-(acyl carrier) reductase","cluster7"
"24492","chr4",42849498,42850342,".","-",".","Medtr4g103655","EF hand calcium-binding family protein","cluster7"
"24517","chr4",43008519,43009210,".","+",".","Medtr4g103970","hypothetical protein","cluster7"
"24591","chr4",43559175,43561153,".","-",".","Medtr4g105130","myb transcription factor","cluster7"
"24641","chr4",43984111,43987097,".","-",".","Medtr4g107010","spotted leaf protein putative","cluster7"
"24697","chr4",44395192,44397070,".","+",".","Medtr4g107370","P-loop nucleoside triphosphate hydrolase superfamily protein","cluster7"
"24757","chr4",44829264,44830064,".","-",".","Medtr4g108150","Lipid transfer protein","cluster7"
"24764","chr4",44891247,44891639,".","+",".","Medtr4g108230","hypothetical protein","cluster7"
"25054","chr4",46984729,46986569,".","-",".","Medtr4g114320","substrate carrier family protein","cluster7"
"25154","chr4",47820721,47821118,".","+",".","Medtr4g115720","transmembrane protein putative","cluster7"
"25215","chr4",48252515,48253327,".","-",".","Medtr4g116480","E3 ubiquitin-protein ligase RING1-like protein putative","cluster7"
"25218","chr4",48276959,48277730,".","+",".","Medtr4g116530","stress induced protein","cluster7"
"25290","chr4",48814098,48819977,".","-",".","Medtr4g117660","copper amine oxidase enzyme domain protein","cluster7"
"25339","chr4",49131239,49135116,".","+",".","Medtr4g118610","sugar porter (SP) family MFS transporter","cluster7"
"25549","chr4",50611308,50612706,".","+",".","Medtr4g122710","transmembrane protein putative","cluster7"
"25692","chr4",51686960,51688164,".","+",".","Medtr4g124700","SAUR-like auxin-responsive family protein","cluster7"
"25695","chr4",51711328,51713041,".","-",".","Medtr4g124750","SAUR-like auxin-responsive family protein","cluster7"
"25711","chr4",51826800,51828988,".","-",".","Medtr4g124960","jasmonate zim-domain protein","cluster7"
"25757","chr4",52164881,52166971,".","+",".","Medtr4g125700","threonine synthase-like protein","cluster7"
"25826","chr4",52715977,52718935,".","+",".","Medtr4g127100","auxin efflux carrier family transporter","cluster7"
"25867","chr4",53053377,53055221,".","+",".","Medtr4g127670","class III peroxidase","cluster7"
"25906","chr4",53348816,53350493,".","+",".","Medtr4g128180","hypothetical protein","cluster7"
"25921","chr4",53444925,53445996,".","-",".","Medtr4g128470","DUF761 domain protein","cluster7"
"25929","chr4",53501659,53502752,".","+",".","Medtr4g128590","xyloglucan endotransglucosylase/hydrolase family protein","cluster7"
"26138","chr4",54998329,55005069,".","+",".","Medtr4g131810","glycoside hydrolase family 1 protein","cluster7"
"26180","chr4",55262670,55265824,".","-",".","Medtr4g132260","lactoylglutathione lyase-like protein","cluster7"
"26181","chr4",55269373,55272349,".","-",".","Medtr4g132270","lactoylglutathione lyase-like protein","cluster7"
"26185","chr4",55293722,55297917,".","+",".","Medtr4g132320","multi-copper oxidase-like protein","cluster7"
"26193","chr4",55340744,55342731,".","-",".","Medtr4g132400","C4-dicarboxylate transporter/malic acid protein","cluster7"
"26299","chr4",55970856,55972331,".","+",".","Medtr4g133800","peroxidase family protein","cluster7"
"26464","chr5",692641,694029,".","-",".","Medtr5g005960","membrane-associated kinase regulator-like protein putative","cluster7"
"26739","chr5",2245117,2246644,".","+",".","Medtr5g009410","AP2 domain class transcription factor","cluster7"
"26818","chr5",2764074,2768483,".","-",".","Medtr5g010390","calcium-dependent lipid-binding (CaLB domain) family protein","cluster7"
"26851","chr5",2946548,2949176,".","-",".","Medtr5g010750","cytochrome P450 family protein","cluster7"
"26862","chr5",3030189,3031254,".","+",".","Medtr5g010930","dehydration-responsive element-binding protein","cluster7"
"26863","chr5",3037835,3038624,".","+",".","Medtr5g010940","dehydration-responsive element-binding protein","cluster7"
"26931","chr5",3461949,3462938,".","-",".","Medtr5g011820","DUF1442 family protein","cluster7"
"26962","chr5",3655156,3659701,".","-",".","Medtr5g012290","peptide/nitrate transporter","cluster7"
"27021","chr5",4166141,4167996,".","+",".","Medtr5g013230","glycerolipase A1","cluster7"
"27041","chr5",4271575,4275219,".","-",".","Medtr5g013470","NADP-specific glutamate dehydrogenase","cluster7"
"27045","chr5",4305887,4307508,".","+",".","Medtr5g013520","jasmonate zim-domain protein","cluster7"
"27046","chr5",4310978,4312243,".","+",".","Medtr5g013530","jasmonate zim-domain protein","cluster7"
"27122","chr5",4891290,4895606,".","+",".","Medtr5g014520","basic helix loop helix (bHLH) DNA-binding family protein","cluster7"
"27331","chr5",6608076,6610068,".","-",".","Medtr5g017860","peroxidase family protein","cluster7"
"27337","chr5",6673878,6676089,".","-",".","Medtr5g017980","myb-like DNA-binding domain shaqkyf class protein","cluster7"
"27444","chr5",7445674,7447386,".","+",".","Medtr5g019650","homeobox leucine zipper protein","cluster7"
"27490","chr5",7751753,7755453,".","-",".","Medtr5g020270","sugar porter (SP) family MFS transporter","cluster7"
"27536","chr5",8028597,8031522,".","+",".","Medtr5g020940","salicylic acid carboxyl methyltransferase","cluster7"
"27757","chr5",9600482,9607033,".","+",".","Medtr5g024020","seed linoleate 9S-lipoxygenase","cluster7"
"27780","chr5",9794141,9796708,".","-",".","Medtr5g024340","Ca2+/calmodulin-dependent kinase phosphatase","cluster7"
"27850","chr5",10229377,10231380,".","-",".","Medtr5g025230","carotenoid cleavage dioxygenase 4a-6","cluster7"
"27851","chr5",10238399,10240138,".","-",".","Medtr5g025250","carotenoid cleavage dioxygenase 4a-6","cluster7"
"27941","chr5",10866011,10868046,".","+",".","Medtr5g026430","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like protein","cluster7"
"27943","chr5",10872142,10874226,".","-",".","Medtr5g026450","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like protein","cluster7"
"27944","chr5",10877194,10879233,".","-",".","Medtr5g026460","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like protein","cluster7"
"27945","chr5",10882277,10884366,".","-",".","Medtr5g026480","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like protein","cluster7"
"27946","chr5",10886269,10888492,".","-",".","Medtr5g026500","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like protein","cluster7"
"27977","chr5",11093409,11098145,".","+",".","Medtr5g026850","cyclops protein putative","cluster7"
"28160","chr5",12740156,12741696,".","-",".","Medtr5g030310","hypothetical protein","cluster7"
"28230","chr5",13407805,13411772,".","+",".","Medtr5g031290","cinnamyl alcohol dehydrogenase-like protein","cluster7"
"28232","chr5",13418582,13420372,".","-",".","Medtr5g031305","cinnamyl alcohol dehydrogenase-like protein","cluster7"
"28484","chr5",15287328,15288772,".","-",".","Medtr5g035150","Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein","cluster7"
"28839","chr5",18051970,18053262,".","+",".","Medtr5g041095","ribonuclease T2 family protein","cluster7"
"28879","chr5",18399261,18401571,".","+",".","Medtr5g041900","casparian strip membrane protein","cluster7"
"29341","chr5",22665201,22667429,".","-",".","Medtr5g055020","heavy metal transport/detoxification superfamily protein","cluster7"
"29755","chr5",26612934,26618708,".","+",".","Medtr5g064120","RNA-binding (RRM/RBD/RNP motif) family protein","cluster7"
