Gene_ID,R_stat,R_padj,M_stat,M_padj,I_stat,I_padj,Category
Medtr8g075990,0.0046,0.9835,119.8726,0,0.714,0.9748,M only
Medtr8g077340,0.0732,0.9306,22.5729,0,0.004,NA,M only
Medtr8g077890,2.5802,0.3744,38.8171,0,1.1985,0.9346,M only
Medtr8g078240,0.1439,0.8993,32.9011,0,0.0363,0.9993,M only
Medtr8g078300,0.0002,0.998,55.7218,0,0.0011,0.9996,M only
Medtr8g078340,0.9454,0.6619,58.42,0,0.0439,NA,M only
Medtr8g078360,0.3335,0.8292,90.6342,0,0.6343,NA,M only
Medtr8g078910,0.6307,0.7423,46.8488,0,0.7159,NA,M only
Medtr8g079700,0.6903,0.7249,70.5196,0,0.1536,0.998,M only
Medtr8g079710,0.0098,0.9742,26.6762,0,0.0239,0.9996,M only
Medtr8g079760,0.0508,0.9401,7.1104,0.0417,0.019,0.9996,M only
Medtr8g079980,0.161,0.892,53.1724,0,0.0001,NA,M only
Medtr8g081570,4.0996,0.2158,7.6677,0.0328,0.2349,0.998,M only
Medtr8g083160,0.506,0.7785,17.3071,0.0005,2.0385,NA,M only
Medtr8g085820,1.0978,0.6307,25.0777,0,0.2048,NA,M only
Medtr8g085830,0.0675,0.9323,48.8804,0,0.6467,NA,M only
Medtr8g086590,2.7073,0.3587,7.37,0.0372,1.3513,0.926,M only
Medtr8g087420,1.0582,0.6387,115.0852,0,0.0342,0.9993,M only
Medtr8g087590,0.4469,0.7951,9.0523,0.018,0.754,0.9732,M only
Medtr8g087600,0.1186,0.909,63.9786,0,0.0198,0.9996,M only
Medtr8g087780,0.0721,0.931,153.332,0,0,0.9999,M only
Medtr8g087810,0.0001,0.9982,173.7574,0,2.8615,0.7854,M only
Medtr8g089650,0.0004,0.9959,17.3648,0.0005,0.3512,0.9911,M only
Medtr8g089665,0.1399,0.9013,11.5705,0.0061,0.0493,0.998,M only
Medtr8g089685,0.6421,0.7387,10.6546,0.009,1.0412,0.9491,M only
Medtr8g089740,0.3617,0.8199,12.6315,0.0038,0.2445,0.998,M only
Medtr8g089840,0.3278,0.831,12.9565,0.0033,0.0006,0.9996,M only
Medtr8g090100,0.051,0.9399,12.8024,0.0036,0.0659,NA,M only
Medtr8g090210,0.4682,0.789,9.6576,0.0139,0.0883,0.998,M only
Medtr8g090225,0.2042,0.8745,11.2065,0.0071,0.159,0.998,M only
Medtr8g091265,0.038,0.9475,83.278,0,0.0039,NA,M only
Medtr8g091275,0.0289,0.9535,54.4759,0,0.0044,NA,M only
Medtr8g091680,0.0166,0.9658,31.891,0,0.7015,NA,M only
Medtr8g091690,0.0831,0.9254,148.1774,0,0.0671,0.998,M only
Medtr8g091720,0.5456,0.7668,111.1517,0,2.0238,0.8626,M only
Medtr8g092010,0.0054,0.9824,22.8693,0,0.6596,0.9757,M only
Medtr8g092290,0.4984,0.78,167.508,0,0.1322,0.998,M only
Medtr8g093070,0.002,0.9897,15.3191,0.0011,0.5888,0.9789,M only
Medtr8g093550,1.3699,0.5761,7.4879,0.0355,0.3569,0.9911,M only
Medtr8g093560,6.2588,0.0924,7.0509,0.0427,0.4406,0.9907,M only
Medtr8g093720,0.1333,0.9035,27.6231,0,0.7269,0.9748,M only
Medtr8g093970,2.3755,0.4018,16.1664,0.0008,0.0902,NA,M only
Medtr8g094740,0.7421,0.7123,13.836,0.0022,0.0006,0.9996,M only
Medtr8g094790,3.6649,0.2544,10.1486,0.0112,0.0172,0.9996,M only
Medtr8g094980,0.2865,0.845,11.4745,0.0063,0.2576,0.998,M only
Medtr8g095130,0.0071,0.9787,21.3169,0.0001,0.2843,0.9955,M only
Medtr8g096670,2.24,0.4226,7.4398,0.0362,0.0633,0.998,M only
Medtr8g096740,1.0716,0.6362,7.0995,0.0418,0.1268,0.998,M only
Medtr8g097220,1.3579,0.5793,6.8236,0.0471,0.759,0.973,M only
Medtr8g099115,3.6775,0.2535,10.5381,0.0095,0.6192,0.9786,M only
Medtr8g099215,3.4648,0.2735,12.5847,0.0039,0.4778,NA,M only
Medtr8g099340,1.0885,0.6325,12.1703,0.0047,0.1113,0.998,M only
Medtr8g101320,1.9331,0.4727,7.0775,0.0422,0.6172,NA,M only
Medtr8g101330,0.1693,0.8893,15.5417,0.001,0.0315,0.9994,M only
Medtr8g102430,0.472,0.7877,35.004,0,1.6332,NA,M only
Medtr8g103227,5.6421,0.1179,102.7668,0,4.0925,0.6599,M only
Medtr8g103580,0.0406,0.9462,6.9529,0.0446,0.9518,0.9587,M only
Medtr8g103840,2.2115,0.4271,10.6986,0.0088,0.8294,0.9636,M only
Medtr8g104200,0.122,0.9075,16.759,0.0006,0.0017,0.9996,M only
Medtr8g104655,0.0883,0.9225,9.8016,0.013,0.1934,NA,M only
Medtr8g104970,0.0122,0.9706,92.6782,0,4.2267,0.6452,M only
Medtr8g105200,6.5675,0.0809,10.175,0.0111,0.4315,0.9907,M only
Medtr8g106040,0.0313,0.9516,49.8871,0,0.2918,0.9952,M only
Medtr8g107210,2.8226,0.3451,7.4748,0.0357,0.0959,NA,M only
Medtr8g107250,6.6587,0.0778,45.72,0,4.6436,0.6063,M only
Medtr8g107450,0.0749,0.9297,147.0595,0,0.5399,0.9848,M only
Medtr8g107460,0.0163,0.9662,22.3256,0,0.0133,0.9996,M only
Medtr8g107510,2.9236,0.3326,34.2524,0,0.4807,0.988,M only
Medtr8g432680,0.0026,0.9879,9.2357,0.0166,1.1929,0.9346,M only
Medtr8g442400,0.0007,0.9943,7.382,0.037,0.3605,0.9907,M only
Medtr8g442410,0.0001,0.9984,68.7079,0,2.9885,0.7685,M only
Medtr8g445170,0.1221,0.9075,17.7925,0.0004,0.0386,0.9982,M only
Medtr8g445370,0.7401,0.7125,14.3151,0.0018,0.2248,NA,M only
Medtr8g445560,5.1846,0.1421,8.3339,0.0246,2.1471,0.8555,M only
Medtr8g445730,0.3996,0.8084,8.3078,0.0249,0.1962,0.998,M only
Medtr8g445800,0.0038,0.985,6.8561,0.0464,0.0483,0.998,M only
Medtr8g446850,0.5041,0.7788,8.0679,0.0277,0.3064,0.993,M only
Medtr8g447000,2.5391,0.3792,7.8909,0.0298,0.0042,0.9996,M only
Medtr8g447080,5.6607,0.1169,12.4567,0.0041,0.062,0.998,M only
Medtr8g447220,6.1311,0.0974,11.9877,0.0051,0.4024,0.9907,M only
Medtr8g461050,0.7117,0.7195,153.6497,0,0.0001,0.9999,M only
Medtr8g461690,0.3621,0.8197,132.2009,0,0.0637,0.998,M only
Medtr8g463130,2.7732,0.3502,32.2403,0,0.9235,0.9598,M only
Medtr8g463700,0.1307,0.9045,22.2896,0,1.6786,NA,M only
Medtr8g463790,3.8616,0.2363,8.0465,0.0279,5.5249,0.5527,M only
Medtr8g464300,3.2493,0.2958,7.643,0.0331,0.5446,0.9831,M only
Medtr8g464440,1.9551,0.4693,8.8811,0.0195,1.69,NA,M only
Medtr8g464800,0.0538,0.9386,10.2006,0.011,0.022,NA,M only
Medtr8g467650,0.3434,0.8255,56.2163,0,1.2841,0.9306,M only
Medtr8g468470,0.8916,0.6742,92.3189,0,1.1454,0.9403,M only
Medtr8g468480,0.1095,0.9124,15.108,0.0013,0.39,NA,M only
Medtr8g468920,0.959,0.66,126.6599,0,0.0518,0.998,M only
Medtr8g469360,0.1424,0.8997,10.9541,0.0079,0.5865,NA,M only
Medtr0002s1060,13.9161,0.0029,7.1000,0.0418,0.4069,0.9907,Additively
Medtr0181s0030,73.6233,0.0000,6.9197,0.0452,0.1691,NA,Additively
Medtr0186s0030,8.3463,0.0379,10.6266,0.0091,0.8121,0.9649,Additively
Medtr1g009150,13.1704,0.0041,8.2285,0.0258,0.4564,0.9899,Additively
Medtr1g012790,27.5552,0.0000,17.5039,0.0004,1.7308,0.8887,Additively
Medtr1g013090,23.6168,0.0000,9.9587,0.0122,0.7516,0.9732,Additively
Medtr1g013100,77.2044,0.0000,11.2963,0.0068,10.9572,0.1641,Additively
Medtr1g014250,15.1895,0.0016,12.8850,0.0034,1.7019,0.8939,Additively
Medtr1g015020,8.6677,0.0328,22.2570,0.0000,1.0396,0.9491,Additively
Medtr1g017020,8.6103,0.0337,13.5795,0.0025,0.6445,0.9772,Additively
Medtr1g017880,11.1117,0.0108,24.2061,0.0000,0.0272,0.9996,Additively
Medtr1g017910,12.4079,0.0059,161.8642,0.0000,2.4988,0.8150,Additively
Medtr1g018280,13.3714,0.0037,14.0349,0.0021,1.6937,NA,Additively
Medtr1g018760,17.2653,0.0006,10.7293,0.0087,3.4950,0.7239,Additively
Medtr1g019240,9.2814,0.0249,44.0974,0.0000,0.2260,0.9980,Additively
Medtr1g021500,8.4204,0.0367,12.5125,0.0040,0.7153,0.9748,Additively
Medtr1g021632,10.1203,0.0171,114.4621,0.0000,4.9212,0.5985,Additively
Medtr1g021950,9.9630,0.0184,7.7463,0.0318,0.0004,0.9996,Additively
Medtr1g025075,8.4947,0.0355,13.8907,0.0022,0.0802,0.9980,Additively
Medtr1g025220,18.5503,0.0003,9.4487,0.0151,2.2538,0.8425,Additively
Medtr1g025950,14.3270,0.0024,9.7145,0.0135,8.3171,0.3324,Additively
Medtr1g025980,10.9123,0.0119,12.3694,0.0043,0.7689,0.9716,Additively
Medtr1g026020,8.6371,0.0333,8.5431,0.0225,0.0011,0.9996,Additively
Medtr1g028280,11.2478,0.0102,19.6797,0.0002,2.6158,0.8071,Additively
Medtr1g031840,7.9751,0.0443,7.6046,0.0337,0.0194,0.9996,Additively
Medtr1g032190,11.0831,0.0110,8.1043,0.0272,3.0827,0.7574,Additively
Medtr1g032610,14.4184,0.0023,7.1060,0.0417,0.0009,0.9996,Additively
Medtr1g034340,10.8647,0.0122,37.0330,0.0000,0.0713,0.9980,Additively
Medtr1g038260,7.7600,0.0486,9.3098,0.0161,0.0261,0.9996,Additively
Medtr1g040675,20.5290,0.0001,14.0544,0.0020,1.1372,0.9405,Additively
Medtr1g050492,8.8233,0.0306,7.1514,0.0410,0.0031,0.9996,Additively
Medtr1g050505,16.6377,0.0008,60.6364,0.0000,0.0235,0.9996,Additively
Medtr1g050525,13.3583,0.0038,103.6502,0.0000,4.2245,0.6456,Additively
Medtr1g051810,13.3468,0.0038,7.6781,0.0327,1.2556,0.9306,Additively
Medtr1g054035,9.7398,0.0203,15.7006,0.0010,0.1610,NA,Additively
Medtr1g054880,12.9671,0.0045,6.7288,0.0489,0.7678,0.9716,Additively
Medtr1g054965,15.5918,0.0013,9.3749,0.0156,3.0686,0.7577,Additively
Medtr1g055250,9.1806,0.0261,24.1175,0.0000,0.0015,NA,Additively
Medtr1g059960,37.3476,0.0000,21.7947,0.0001,4.7043,0.6050,Additively
Medtr1g064260,61.0608,0.0000,15.1025,0.0013,0.0720,0.9980,Additively
Medtr1g064540,10.3187,0.0156,18.9761,0.0002,2.5182,0.8136,Additively
Medtr1g068950,8.3950,0.0371,8.9544,0.0188,0.1987,0.9980,Additively
Medtr1g069420,8.4544,0.0362,8.2421,0.0256,0.0687,0.9980,Additively
Medtr1g070220,19.9755,0.0001,30.1309,0.0000,0.0064,0.9996,Additively
Medtr1g070250,15.0621,0.0017,58.3439,0.0000,0.6702,0.9757,Additively
Medtr1g070520,18.2287,0.0003,12.8428,0.0035,0.0010,0.9996,Additively
Medtr1g070830,12.4011,0.0059,7.4622,0.0359,0.1098,0.9980,Additively
Medtr1g073200,11.4195,0.0094,13.0369,0.0032,1.3348,0.9284,Additively
Medtr1g073610,8.2744,0.0389,15.1395,0.0012,0.4716,0.9885,Additively
Medtr1g075310,9.8625,0.0192,17.0842,0.0005,0.4890,0.9880,Additively
Medtr1g076730,17.0045,0.0006,9.7027,0.0136,0.6313,NA,Additively
Medtr1g077460,16.1596,0.0010,22.0759,0.0000,0.1592,0.9980,Additively
Medtr1g078290,16.3128,0.0009,30.7640,0.0000,0.2399,0.9980,Additively
Medtr1g079730,41.5207,0.0000,9.3320,0.0159,0.0056,0.9996,Additively
Medtr1g079810,8.2856,0.0387,12.5403,0.0040,0.8439,0.9634,Additively
Medtr1g080330,13.2540,0.0039,8.5928,0.0221,0.0651,0.9980,Additively
Medtr1g081270,16.0136,0.0010,7.4298,0.0363,0.3723,0.9907,Additively
Medtr1g081660,8.8905,0.0298,30.0257,0.0000,3.4988,0.7239,Additively
Medtr1g082300,8.0755,0.0425,16.0526,0.0008,5.7270,0.5293,Additively
Medtr1g082580,56.1861,0.0000,6.7030,0.0494,3.0773,0.7577,Additively
Medtr1g084740,18.9868,0.0002,15.2376,0.0012,0.0115,0.9996,Additively
Medtr1g084760,22.1455,0.0001,16.3516,0.0007,0.1237,0.9980,Additively
Medtr1g085040,19.7842,0.0002,14.2778,0.0018,0.2761,0.9955,Additively
Medtr1g085090,7.8861,0.0460,7.3469,0.0375,0.0010,0.9996,Additively
Medtr1g086230,9.7528,0.0202,11.5179,0.0062,3.8117,0.6895,Additively
Medtr1g086950,17.4549,0.0005,7.9544,0.0290,0.2212,0.9980,Additively
Medtr1g087880,7.8075,0.0476,12.7280,0.0037,0.7399,0.9748,Additively
Medtr1g088130,8.0639,0.0427,9.4192,0.0153,0.1359,0.9980,Additively
Medtr1g090930,9.9129,0.0188,46.0107,0.0000,0.2539,NA,Additively
Medtr1g090973,18.1398,0.0004,29.2853,0.0000,3.8039,0.6895,Additively
Medtr1g090987,12.7497,0.0050,6.7965,0.0476,0.0079,0.9996,Additively
Medtr1g091010,14.6405,0.0020,7.0093,0.0435,0.0525,0.9980,Additively
Medtr1g093240,7.9538,0.0446,14.1538,0.0020,0.9396,0.9598,Additively
Medtr1g093350,8.3040,0.0385,17.3539,0.0005,0.0431,0.9980,Additively
Medtr1g094185,8.0201,0.0435,6.9195,0.0452,3.5409,0.7196,Additively
Medtr1g094730,17.1395,0.0006,8.6980,0.0211,5.3091,0.5617,Additively
Medtr1g094810,13.7293,0.0032,54.1921,0.0000,0.0479,0.9980,Additively
Medtr1g095900,14.5905,0.0021,13.4882,0.0026,0.1130,0.9980,Additively
Medtr1g098260,10.1700,0.0168,24.8995,0.0000,1.2458,0.9306,Additively
Medtr1g098870,12.8835,0.0047,14.6238,0.0016,0.3797,0.9907,Additively
Medtr1g100070,22.1634,0.0000,10.2418,0.0108,0.0005,0.9996,Additively
Medtr1g101830,8.4315,0.0365,6.7885,0.0477,0.3133,0.9930,Additively
Medtr1g102680,10.4056,0.0150,20.2758,0.0001,0.4262,0.9907,Additively
Medtr1g105630,9.4081,0.0236,17.1570,0.0005,0.0092,NA,Additively
Medtr1g107375,9.1748,0.0261,8.4797,0.0231,5.5062,0.5547,Additively
Medtr1g107380,13.4776,0.0036,9.7625,0.0132,9.1439,0.2816,Additively
Medtr1g109580,8.6711,0.0328,12.3681,0.0043,0.9043,0.9598,Additively
Medtr1g113010,11.7773,0.0079,9.9162,0.0124,4.0941,0.6599,Additively
Medtr1g114540,12.8890,0.0047,6.6873,0.0498,2.0626,0.8597,Additively
Medtr2g005910,11.8968,0.0075,9.6029,0.0142,0.4302,0.9907,Additively
Medtr2g006040,9.3402,0.0243,9.6744,0.0137,0.2582,0.9980,Additively
Medtr2g007870,17.0920,0.0006,10.9490,0.0079,0.1628,0.9980,Additively
Medtr2g008920,9.8125,0.0197,15.4899,0.0011,1.6218,NA,Additively
Medtr2g008930,11.9083,0.0074,34.7719,0.0000,6.9628,NA,Additively
Medtr2g011580,9.9362,0.0186,90.7050,0.0000,10.7944,0.1730,Additively
Medtr2g011760,9.0879,0.0272,9.4668,0.0150,1.1398,0.9405,Additively
Medtr2g013780,15.1501,0.0016,21.1058,0.0001,5.8711,0.5216,Additively
Medtr2g014235,26.3330,0.0000,11.4649,0.0064,0.3358,0.9918,Additively
Medtr2g015790,9.1773,0.0261,35.0857,0.0000,0.0000,0.9999,Additively
Medtr2g015870,7.8109,0.0475,27.5115,0.0000,0.2449,0.9980,Additively
Medtr2g016400,10.1267,0.0171,16.1879,0.0008,6.8836,0.4279,Additively
Medtr2g016730,18.2091,0.0004,104.0245,0.0000,11.9115,0.1171,Additively
Medtr2g017630,20.0755,0.0001,17.0281,0.0005,0.4106,0.9907,Additively
Medtr2g018860,14.0276,0.0027,21.7351,0.0001,3.0843,0.7572,Additively
Medtr2g018980,11.0568,0.0111,11.2749,0.0069,0.1575,0.9980,Additively
Medtr2g019160,17.3621,0.0005,25.3471,0.0000,0.5283,0.9854,Additively
Medtr2g019190,8.1990,0.0403,7.7728,0.0315,1.8044,NA,Additively
Medtr2g019480,8.8234,0.0306,31.0689,0.0000,0.0024,NA,Additively
Medtr2g022450,10.1005,0.0173,21.1184,0.0001,0.3205,0.9930,Additively
Medtr2g022460,7.8042,0.0476,9.1538,0.0173,0.4874,0.9880,Additively
Medtr2g022960,12.0640,0.0069,26.0676,0.0000,3.1515,0.7512,Additively
Medtr2g023450,12.1375,0.0067,8.1746,0.0264,0.5447,0.9831,Additively
Medtr2g026160,31.5564,0.0000,8.1177,0.0271,0.3713,0.9907,Additively
Medtr2g026590,11.5122,0.0090,15.3105,0.0011,0.0335,0.9993,Additively
Medtr2g030220,8.7111,0.0322,19.3924,0.0002,0.0039,0.9996,Additively
Medtr2g033920,31.2164,0.0000,24.5334,0.0000,0.4084,0.9907,Additively
Medtr2g035210,9.5456,0.0222,11.7235,0.0057,0.0620,0.9980,Additively
Medtr2g035320,12.6406,0.0053,9.0841,0.0178,2.3572,0.8285,Additively
Medtr2g035830,10.4749,0.0145,35.5575,0.0000,0.0918,0.9980,Additively
Medtr2g036650,11.1452,0.0106,12.4413,0.0042,0.5581,0.9825,Additively
Medtr2g042740,7.9013,0.0456,21.8191,0.0001,0.4058,0.9907,Additively
Medtr2g044920,15.5480,0.0013,7.0930,0.0420,0.0529,0.9980,Additively
Medtr2g049400,8.8024,0.0309,13.9671,0.0021,0.9540,NA,Additively
Medtr2g061790,12.2464,0.0064,11.1637,0.0072,2.3629,0.8284,Additively
Medtr2g063823,8.5536,0.0346,28.9107,0.0000,4.5500,0.6140,Additively
Medtr2g063863,14.0459,0.0027,12.3442,0.0043,10.0308,0.2158,Additively
Medtr2g063920,18.3466,0.0003,12.7082,0.0037,5.9636,NA,Additively
Medtr2g067640,8.2942,0.0386,9.4872,0.0149,1.9783,0.8660,Additively
Medtr2g068960,18.4154,0.0003,24.1578,0.0000,0.9256,0.9598,Additively
Medtr2g069030,15.2231,0.0015,21.5889,0.0001,0.0061,0.9996,Additively
Medtr2g069990,15.4970,0.0013,22.9493,0.0000,0.1578,0.9980,Additively
Medtr2g073070,7.9697,0.0444,8.6914,0.0211,1.2738,0.9306,Additively
Medtr2g075480,18.9549,0.0002,6.8286,0.0470,1.7411,0.8870,Additively
Medtr2g075770,9.2725,0.0250,18.7201,0.0002,0.3892,0.9907,Additively
Medtr2g075830,9.5638,0.0220,36.3606,0.0000,13.3139,0.0759,Additively
Medtr2g076670,12.0031,0.0071,13.9724,0.0021,1.5511,0.9065,Additively
Medtr2g079850,15.4887,0.0013,31.2123,0.0000,0.9869,0.9521,Additively
Medtr2g084895,8.1629,0.0410,7.6111,0.0336,1.6779,0.8974,Additively
Medtr2g088770,9.6845,0.0208,18.7129,0.0002,0.0185,0.9996,Additively
Medtr2g088990,8.2575,0.0392,6.9681,0.0443,0.4653,0.9893,Additively
Medtr2g089000,22.0703,0.0001,18.7616,0.0002,0.7166,0.9748,Additively
Medtr2g090340,13.4931,0.0035,19.1948,0.0002,2.1203,0.8559,Additively
Medtr2g090380,13.9105,0.0029,18.0626,0.0003,0.2093,0.9980,Additively
Medtr2g091175,12.3550,0.0061,19.6977,0.0002,0.8446,0.9633,Additively
Medtr2g093010,11.6939,0.0082,6.7051,0.0494,0.0051,0.9996,Additively
Medtr2g094620,29.5014,0.0000,17.9200,0.0003,0.4730,0.9885,Additively
Medtr2g096520,9.3418,0.0243,9.8691,0.0126,3.5446,0.7196,Additively
Medtr2g096940,7.7327,0.0492,7.1035,0.0418,1.2271,0.9319,Additively
Medtr2g097770,8.6457,0.0332,12.1780,0.0047,0.2717,0.9962,Additively
Medtr2g098150,11.2576,0.0101,19.1024,0.0002,0.0374,0.9991,Additively
Medtr2g099360,8.0627,0.0427,8.4308,0.0236,1.2691,0.9306,Additively
Medtr2g100290,14.0648,0.0027,78.5456,0.0000,4.1707,0.6507,Additively
Medtr2g438150,8.0723,0.0426,16.8988,0.0006,0.5565,0.9825,Additively
Medtr3g005140,19.9589,0.0001,17.0713,0.0005,1.0865,0.9443,Additively
Medtr3g006320,10.2067,0.0165,8.7747,0.0204,0.0475,0.9980,Additively
Medtr3g008430,8.7739,0.0313,14.1962,0.0019,0.1068,0.9980,Additively
Medtr3g008960,9.6329,0.0213,11.8934,0.0053,3.7225,0.7019,Additively
Medtr3g010170,11.3279,0.0098,9.5823,0.0143,2.2767,0.8412,Additively
Medtr3g012090,11.4585,0.0092,8.2017,0.0261,0.7526,0.9732,Additively
Medtr3g013500,11.8745,0.0076,18.3062,0.0003,6.8200,0.4354,Additively
Medtr3g027890,13.0959,0.0043,8.3438,0.0245,0.5191,0.9858,Additively
Medtr3g028040,12.2058,0.0065,59.8613,0.0000,3.4722,0.7261,Additively
Medtr3g029640,8.2794,0.0388,10.0098,0.0119,0.2423,0.9980,Additively
Medtr3g031270,143.5974,0.0000,21.4275,0.0001,1.7861,0.8795,Additively
Medtr3g033860,35.2707,0.0000,12.5463,0.0040,3.9640,0.6746,Additively
Medtr3g037110,10.6833,0.0132,9.2637,0.0164,0.0001,0.9999,Additively
Medtr3g047190,11.5203,0.0090,67.3948,0.0000,10.1182,0.2133,Additively
Medtr3g054080,7.8003,0.0477,12.1627,0.0047,0.4037,NA,Additively
Medtr3g058380,9.8435,0.0194,58.1531,0.0000,-0.0179,NA,Additively
Medtr3g061170,8.8511,0.0302,7.9784,0.0287,1.8173,0.8779,Additively
Medtr3g062440,15.9065,0.0011,23.2589,0.0000,1.8079,0.8780,Additively
Medtr3g062610,9.2683,0.0251,9.9814,0.0121,0.2423,0.9980,Additively
Medtr3g065050,23.3041,0.0000,15.4754,0.0011,8.1330,0.3404,Additively
Medtr3g067430,18.5055,0.0003,14.2790,0.0018,5.0154,0.5877,Additively
Medtr3g067510,18.4957,0.0003,23.8524,0.0000,0.7140,0.9748,Additively
Medtr3g070330,7.8649,0.0464,11.7419,0.0057,0.1439,0.9980,Additively
Medtr3g072260,8.1078,0.0420,11.5860,0.0061,0.4950,0.9880,Additively
Medtr3g072330,21.6386,0.0001,11.0592,0.0076,0.0116,0.9996,Additively
Medtr3g072360,18.8416,0.0003,10.4225,0.0100,1.0080,0.9516,Additively
Medtr3g072870,8.1516,0.0411,7.6287,0.0333,0.0052,0.9996,Additively
Medtr3g075320,10.9156,0.0119,20.4299,0.0001,0.2817,0.9955,Additively
Medtr3g078170,14.8958,0.0018,11.5559,0.0061,0.0386,0.9982,Additively
Medtr3g078663,7.7906,0.0479,9.6876,0.0137,0.8266,0.9636,Additively
Medtr3g080000,13.2555,0.0039,7.7855,0.0313,5.9559,0.5067,Additively
Medtr3g081130,24.7061,0.0000,9.6143,0.0141,1.9944,0.8654,Additively
Medtr3g081640,14.8415,0.0018,21.0050,0.0001,2.4578,0.8195,Additively
Medtr3g082700,9.3520,0.0242,7.1731,0.0406,1.5461,0.9065,Additively
Medtr3g083810,9.3167,0.0245,12.4797,0.0041,0.0135,0.9996,Additively
Medtr3g083910,17.7261,0.0004,8.6104,0.0219,4.6696,0.6050,Additively
Medtr3g087230,7.7137,0.0495,6.6790,0.0500,1.5742,0.9065,Additively
Medtr3g087770,9.5723,0.0219,8.6973,0.0211,0.2228,0.9980,Additively
Medtr3g088655,11.4328,0.0093,11.3262,0.0067,0.9871,0.9521,Additively
Medtr3g088975,12.5211,0.0056,10.0670,0.0116,0.7482,0.9736,Additively
Medtr3g091380,8.7030,0.0323,9.8352,0.0128,0.2748,0.9955,Additively
Medtr3g091610,21.7808,0.0001,9.3677,0.0157,0.1457,0.9980,Additively
Medtr3g092100,18.6254,0.0003,23.0679,0.0000,0.2813,0.9955,Additively
Medtr3g092330,9.8152,0.0196,21.1862,0.0001,1.0049,0.9516,Additively
Medtr3g093530,11.4949,0.0091,68.6707,0.0000,0.0839,0.9980,Additively
Medtr3g094160,8.7774,0.0312,11.3604,0.0066,3.8003,0.6895,Additively
Medtr3g095380,10.0213,0.0179,8.5605,0.0224,0.8123,0.9649,Additively
Medtr3g096500,45.1277,0.0000,11.8119,0.0055,0.0166,NA,Additively
Medtr3g098650,15.3655,0.0014,90.0453,0.0000,1.8433,0.8761,Additively
Medtr3g099620,23.1579,0.0000,11.2248,0.0071,0.0896,0.9980,Additively
Medtr3g103610,7.9572,0.0446,8.1854,0.0263,0.0392,0.9982,Additively
Medtr3g105390,8.1484,0.0412,36.6597,0.0000,0.1132,0.9980,Additively
Medtr3g106585,21.3972,0.0001,43.5710,0.0000,0.4366,0.9907,Additively
Medtr3g108990,18.9940,0.0002,38.6066,0.0000,1.8624,0.8724,Additively
Medtr3g109880,9.2665,0.0251,7.9269,0.0294,0.2352,0.9980,Additively
Medtr3g110115,11.4762,0.0092,22.7921,0.0000,0.8580,0.9621,Additively
Medtr3g110740,8.3725,0.0375,16.5996,0.0006,3.8574,NA,Additively
Medtr3g111350,17.0472,0.0006,110.0465,0.0000,8.3777,0.3296,Additively
Medtr3g111920,9.0118,0.0282,17.4677,0.0004,0.0043,0.9996,Additively
Medtr3g112000,8.6403,0.0333,10.7715,0.0086,0.3164,0.9930,Additively
Medtr3g112060,16.9915,0.0006,24.2942,0.0000,0.9695,0.9564,Additively
Medtr3g112350,19.7203,0.0002,11.2579,0.0069,0.6821,0.9754,Additively
Medtr3g115970,9.1273,0.0267,6.7839,0.0478,0.1910,0.9980,Additively
Medtr3g116080,8.8684,0.0300,11.0995,0.0074,0.1769,0.9980,Additively
Medtr3g116510,21.3856,0.0001,10.7685,0.0086,0.0007,0.9996,Additively
Medtr3g116590,12.7111,0.0051,9.2812,0.0163,0.2250,0.9980,Additively
Medtr3g116920,7.9546,0.0446,7.3023,0.0383,1.9110,0.8715,Additively
Medtr3g117680,11.0087,0.0114,9.3846,0.0156,10.0774,0.2133,Additively
Medtr3g118160,9.1882,0.0260,224.4789,0.0000,0.6104,0.9786,Additively
Medtr3g408360,11.7043,0.0082,12.4983,0.0041,0.3662,0.9907,Additively
Medtr3g415580,247.4329,0.0000,6.9056,0.0455,0.0928,0.9980,Additively
Medtr3g435150,69.1933,0.0000,9.3594,0.0157,0.8396,0.9636,Additively
Medtr3g435230,8.3784,0.0374,26.6037,0.0000,0.2533,0.9980,Additively
Medtr3g450710,25.7576,0.0000,12.3114,0.0044,0.1866,0.9980,Additively
Medtr3g460760,12.7676,0.0050,7.9327,0.0293,0.0001,0.9999,Additively
Medtr3g460780,11.3127,0.0099,13.6761,0.0024,0.0888,0.9980,Additively
Medtr3g463520,9.8296,0.0195,18.1543,0.0003,0.3645,0.9907,Additively
Medtr3g463530,10.7328,0.0129,7.4222,0.0365,5.1786,0.5767,Additively
Medtr3g464080,20.9431,0.0001,8.5479,0.0225,0.0004,0.9996,Additively
Medtr3g467150,12.7013,0.0052,182.6482,0.0000,4.6198,0.6069,Additively
Medtr3g467460,28.7019,0.0000,12.3367,0.0044,0.0688,0.9980,Additively
Medtr4g007080,10.7156,0.0130,14.3561,0.0018,0.8841,0.9610,Additively
Medtr4g007095,45.1050,0.0000,10.2624,0.0107,0.0132,0.9996,Additively
Medtr4g008650,7.7066,0.0497,18.1477,0.0003,0.2442,0.9980,Additively
Medtr4g012940,8.5997,0.0338,14.2360,0.0019,4.1851,0.6490,Additively
Medtr4g014680,31.9314,0.0000,11.3618,0.0066,0.1277,0.9980,Additively
Medtr4g016930,8.8549,0.0302,10.4350,0.0099,0.0293,0.9996,Additively
