,gene_short_name,UniProt_AC,UniProt_ID,EntrezGene,symbol,X,Chromosome,Start,End,Score,Strand,Phase,Note,Cluster.x,gene_id,tss_id,locus,gene_short_names,Cluster.y,A17_FPKM,dmi2_FPKM,dmi3_FPKM,ipd3_FPKM,lyk3_FPKM,nfp_FPKM,pt4_FPKM,A17_1,A17_2,A17_3,A17_4,A17_5,dmi2_1,dmi2_2,dmi2_3,dmi2_4,dmi2_5,dmi3_1,dmi3_2,dmi3_3,dmi3_4,dmi3_5,ipd3_1,ipd3_2,ipd3_3,ipd3_4,ipd3_5,lyk3_1,lyk3_2,lyk3_3,lyk3_4,lyk3_5,nfp_1,nfp_2,nfp_3,nfp_4,nfp_5,pt4_1,pt4_2,pt4_3,pt4_4,pt4_5
MSTRG.28095,Medtr8g043660,G7L6X6,G7L6X6_MEDTR,11406186,MTR_8g043660,44314,chr8,16783258,16783758,.,-,.,peptidoglycan-binding LysM domain protein,cluster7,MSTRG.28095,TSS56299,chr8:16783257-16783758,Medtr8g043660,cluster7,1.28888,0.40702,0.343139,2.47216,0.763759,0,0.9525,0.665295377,0.242456883,-0.983365799,0.7298947,1.679046173,0.238340318,-0.983365799,-0.983365799,0.542532952,-0.983365799,0.155014384,-0.983365799,-0.212663048,-0.603102716,-0.564128786,1.579613757,1.109061731,1.720142957,1.617927189,1.218604714,0.295748826,0.687625365,0.360630256,-0.551212134,-0.415585424,-0.983365799,-0.983365799,-0.983365799,-0.983365799,-0.983365799,2.242470216,-0.564956379,-0.983365799,-0.983365799,-0.372367722
MSTRG.28098,Medtr8g043970,"G7L6Z2, Q6RET7","CCAMK_MEDTR, G7L6Z2_MEDTR",11405240,,44320,chr8,16814532,16819105,.,+,.,calmodulin-domain kinase CDPK protein,cluster5,MSTRG.28098,TSS52786,chr8:16814531-16819105,Medtr8g043970,cluster5,15.9191,13.6731,2.0085,16.7421,33.2214,13.7176,12.8372,0.363224569,0.123460815,-0.164402511,1.111429388,-0.326335789,0.088905549,-0.466974508,0.433843194,-0.00925616,0.407209667,-2.275255535,-2.341911223,-1.492532015,-2.262405805,-1.974828754,0.390493548,0.532244368,0.382512545,0.393523129,0.218480091,1.108697082,1.31732376,1.59874798,1.353252422,0.939315474,-0.152153722,-0.209797181,0.34933131,-0.157353736,0.619457548,0.030073132,0.010069499,0.472521044,-0.016650711,-0.394258462
MSTRG.28103,Medtr8g044140,A6XNC7,A6XNC7_MEDTR,,,44328,chr8,16907760,16909862,.,-,.,UDP-glucosyltransferase family protein,cluster7,MSTRG.28103,TSS56304,chr8:16907759-16909862,Medtr8g044140,cluster7,15.7067,5.41501,8.06965,29.3853,8.30925,4.61786,14.5909,0.038233077,0.992740956,0.751199451,0.208379711,1.242781294,-0.478251506,-0.937842598,-0.165028714,-0.096989012,-1.596929548,0.533146089,-0.609682056,-0.25243349,-0.18183683,-0.216295794,0.056575044,2.267169882,1.949429941,1.625002537,0.450047693,0.525683264,0.320997697,0.011273868,-1.011879968,-0.759925097,-1.476362314,-0.672741077,-0.572459252,-0.156030259,-1.144667925,2.283427607,-1.358118526,-0.811387504,-0.766182394,0.008955755
MSTRG.28142,Medtr8g045890,G7L8G8,G7L8G8_MEDTR,11411833,MTR_8g045890,44432,chr8,17955887,17959597,.,-,.,embryonic abundant-like protein,cluster3,MSTRG.28142,TSS56375,chr8:17955886-17959597,Medtr8g045890,cluster3,40.1526,143.674,79.288,68.5522,201.747,273.433,40.8312,-0.417865362,-1.37324751,-0.781201643,-0.669646054,-1.088247942,0.977902138,0.333022566,0.847398257,0.021336609,0.533820739,-1.241427581,-0.374009144,-0.415804307,-1.369740745,1.105534616,0.347105644,-0.236025868,-0.690179662,-0.581747227,-0.293625052,1.071477827,1.275873935,0.877722968,0.875287927,0.673666328,1.596548241,1.542104374,0.552903959,0.257800209,1.834626394,-2.036369395,-0.206068353,-1.355637101,-0.137573318,-1.455716467
MSTRG.28143,Medtr8g045890,G7L8G8,G7L8G8_MEDTR,11411833,MTR_8g045890,44432,chr8,17955887,17959597,.,-,.,embryonic abundant-like protein,cluster3,MSTRG.28143,"TSS52862,TSS52863",chr8:17955886-17959597,Medtr8g045890,cluster3,1.41677,13.3345,9.01937,7.54008,26.6074,28.3326,4.07629,-0.758902503,-1.230293156,-1.230678586,-1.058634942,-2.002549461,0.92907827,-0.621643896,0.811922024,-0.305446452,0.70104582,-0.209146837,0.270873832,-0.347295403,-0.895405781,0.923904531,0.518819998,0.501203681,-0.50462356,-0.623939875,-0.691843732,1.246130767,1.198215129,1.312701711,0.86162593,0.769171617,1.491550334,1.418377764,-0.799237156,0.454443246,1.632980668,-1.53450608,0.062231228,-1.45570392,0.137449763,-0.971874974
MSTRG.28140,Medtr8g046000,G7L8H6,G7L8H6_MEDTR,11407746,MTR_8g046000,44436,chr8,17998762,18001108,.,-,.,embryonic abundant-like protein,cluster7,MSTRG.28140,TSS56378,chr8:17998761-18001108,Medtr8g046000,cluster7,25.7545,69.6039,29.6586,18.965,121.199,28.7092,40.483,0.532460828,-0.394732524,-1.024192253,0.039863261,-0.919868074,0.794647367,-1.964461167,1.578846248,-0.990805603,1.369602596,0.485277773,-0.310588732,-0.942523043,-1.46146079,0.610568795,-0.109048015,-0.958510048,-0.370786108,-0.308564138,-1.004596184,1.605509264,1.503678937,1.368376124,1.433562124,0.895890638,0.134169351,-0.657257475,0.584750673,-1.107464487,-0.145345639,-0.021477051,-0.163630073,1.010310019,0.609057603,-1.701260197
MSTRG.28149,Medtr8g046210,G7L8J6,G7L8J6_MEDTR,11407242,MTR_8g046210,44451,chr8,18091825,18094727,.,+,.,cytochrome P450 family protein,cluster3,MSTRG.28149,TSS52871,chr8:18081158-18097954,Medtr8g046210,cluster3,2.33269,11.3757,21.3649,2.61072,4.82873,5.68193,14.5414,-0.842263884,-1.414870731,-1.068009,-0.69303129,-1.374162838,0.923916681,-0.942849324,0.790625678,0.329224602,1.236585627,1.391772338,1.130429792,1.647187352,1.400515102,1.449927527,-0.195921831,-0.969992962,-1.352178072,-1.362980084,-1.256234002,-0.17395444,-0.269518021,-0.141077205,-0.708924276,-0.406795762,0.637799668,-0.10422568,-0.957991092,-0.623295894,-0.279269572,1.23561009,1.490219303,1.035901919,0.340847889,0.096982393
MSTRG.28147,Medtr8g046240,G7L8J9,G7L8J9_MEDTR,11405267,MTR_8g046240,44454,chr8,18101780,18104684,.,+,.,cytochrome P450 family protein,cluster5,MSTRG.28147,TSS52874,chr8:18101779-18104684,Medtr8g046240,cluster5,1.56985,1.8205,0.964602,2.25527,4.7265,1.50681,1.78525,-0.137509943,-0.451690446,-0.590506191,0.683155233,-0.887309992,-0.581108528,-1.579928685,0.503529083,-0.263615855,1.088168186,-1.174497188,-1.064172254,0.159229336,-1.670558482,-0.868492265,1.204079602,0.267461193,0.174092513,0.274183656,-0.541231516,1.832610298,1.146044839,2.502065653,1.741600155,0.715761778,-0.443587322,-0.472719194,0.19373396,-0.911366837,0.108014679,-0.852775427,-0.6790061,0.95279351,0.783015344,-1.159462792
MSTRG.28151,Medtr8g046260,G7L8K1,G7L8K1_MEDTR,11411838,MTR_8g046260,44456,chr8,18113553,18117356,.,+,.,plant acid phosphatase,cluster3,MSTRG.28151,TSS52876,chr8:18113552-18117356,Medtr8g046260,cluster3,18.6157,30.4864,36.7475,12.9076,17.7476,12.1333,31.7246,-0.616851055,-0.430217222,-0.524886153,-0.20289092,0.363313023,1.320785181,0.990908864,0.87669371,0.19142732,0.70912054,1.291488106,0.868697665,1.525549723,0.889246183,1.657860282,-0.737374067,-0.936033716,-1.57939006,-1.114695504,-0.989218601,-0.101780329,-0.464552463,0.114049477,-0.653696089,-0.823415854,-1.006985506,-1.538433587,-0.527872909,-1.577985931,-1.472735977,1.613347014,0.792180337,1.03496392,0.552119767,0.507264834
MSTRG.28194,Medtr8g046550,A0A072TRA6,A0A072TRA6_MEDTR,25501161,MTR_8g046550,44520,chr8,18643078,18647092,.,-,.,cation diffusion facilitator family transporter,cluster3,MSTRG.28194,TSS56422,chr8:18643077-18647092,Medtr8g046550,cluster3,2.87549,3.15975,5.04778,1.94157,1.48977,1.45123,4.35218,-0.881444787,0.134154676,0.908818803,1.150881464,-1.328792157,0.976704109,-0.141494913,-0.141766303,-0.015189447,0.835423418,2.190895318,0.560717453,0.762043702,0.885573601,1.51677929,-0.691012058,-0.670628649,-0.680379481,-0.383547438,-0.05803905,-2.148421049,-0.700989524,-0.794230533,-0.39375057,-0.744145073,-1.276348026,-1.59879597,-0.65089146,-0.260493335,-1.068548975,1.036481772,0.7347634,0.388828381,1.306903149,1.239940264
MSTRG.28216,Medtr8g052100,A0A072U0U6,A0A072U0U6_MEDTR,11415439,MTR_8g052100,44585,chr8,19366144,19367537,.,-,.,hypothetical protein,cluster3,MSTRG.28216,TSS56449,chr8:19366143-19367537,Medtr8g052100,cluster3,9.71716,13.2784,18.7228,10.1261,6.58898,12.8169,14.8476,-0.575473108,0.184512906,-0.346186098,-1.121450279,-0.712158542,-0.374250423,-0.136628645,0.566925653,0.250717084,1.253068051,1.71644602,1.67880172,0.678121829,1.198009044,1.240791816,-0.349464693,-1.011808759,-0.164011938,-0.080748074,-0.338005434,-0.897430534,-1.348912062,-2.706235969,-1.631849717,-1.244138729,0.621100402,0.477913027,-0.2025065,0.01223181,0.368110863,-0.47773596,0.979338917,0.845293899,0.140169147,1.507443277
MSTRG.28238,Medtr8g052190,G7LA07,G7LA07_MEDTR,11407263,MTR_8g052190,44591,chr8,19404047,19408197,.,+,.,cysteine-rich RLK (receptor-like kinase) protein,cluster3,MSTRG.28238,TSS52964,chr8:19404046-19408197,Medtr8g052190,cluster3,5.71053,5.39087,9.51092,7.08689,3.31185,5.69749,6.13753,0.042850811,0.047377773,-0.08354384,-0.630341973,0.507280725,0.065942078,-1.495374721,-0.055079037,0.409316344,0.042230886,2.125069585,1.491164877,0.267262484,1.025445861,0.986992032,0.671553604,0.373596429,0.261584175,0.058482571,1.105910438,-1.277097364,-1.400727109,-2.190818134,-1.424854304,-0.219648865,0.078918035,0.210303653,-2.327148094,0.668966833,0.455933928,-1.277097364,0.020503501,0.039157773,0.021120071,1.404766336
MSTRG.28477,Medtr8g055940,G7LAX8,G7LAX8_MEDTR,11405300,MTR_8g055940,45011,chr8,24367089,24368154,.,-,.,chitinase,cluster5,MSTRG.28477,TSS56668,chr8:24367088-24368154,Medtr8g055940,cluster5,16.7834,47.4843,1.0936,61.034,95.5372,140.225,9.42273,-0.725620397,0.166835979,-0.669087298,0.453264447,-0.628669277,-0.575426151,1.347591198,0.361619011,0.178248553,-1.094739945,-1.26880693,-1.568653729,-1.523813506,-1.450115875,-1.480775845,1.377848478,-0.408488478,0.507322403,0.604143123,0.160117968,1.500241577,-0.081540533,-0.007081467,0.912349053,1.261187948,1.212776509,1.226602061,1.357961877,0.567290381,1.494395674,-1.081083449,-0.060884633,0.05626694,-1.121306492,-0.999969176
MSTRG.28478,Medtr8g056020,G7LAY3,G7LAY3_MEDTR,11406874,MTR_8g056020,45014,chr8,24390244,24392640,.,+,.,ankyrin repeat RF-like protein putative,cluster5,MSTRG.28478,TSS53236,chr8:24390243-24392640,Medtr8g056020,cluster5,5.33263,5.3841,2.04024,4.86381,12.7123,5.40617,4.27054,0.433797604,-0.153172158,0.159531133,0.634503132,-0.797605237,-0.673904571,1.155589808,0.262920111,-0.382310709,-0.23789457,-1.728222339,-1.887205349,-0.642469535,-1.650682458,-1.540912601,0.209242082,-0.557891018,0.211573403,0.154242049,-0.398230454,2.111518481,1.469345331,1.900444531,1.764789618,1.403928515,0.034988357,-0.312113919,0.904334945,-0.652510823,0.359961701,-0.963360854,-0.356230094,0.248137801,-0.249907989,-0.234223922
MSTRG.28481,Medtr8g056100,G7LAZ0,G7LAZ0_MEDTR,11407795,MTR_8g056100,45020,chr8,24416314,24418593,.,-,.,fatty acid/sphingolipid desaturase,cluster7,MSTRG.28481,TSS56674,chr8:24416313-24418593,Medtr8g056100,cluster7,53.0014,47.4104,18.7358,36.6247,49.014,42.2959,35.1001,0.718311313,0.985742468,1.090759574,0.392788453,1.149322416,0.106080799,1.016048331,1.576983612,0.120946508,-0.336331681,-1.318659409,-2.323639667,-2.161869545,-1.893014513,-1.457313828,0.482708165,0.128679152,-0.889325393,-0.769325238,0.337972774,1.006716589,0.764703222,0.510639381,0.600747317,0.465863319,-1.037796394,-0.148742985,1.609830609,0.135377058,0.193698883,0.058735259,-0.5405455,-0.218981886,0.229265182,-0.586374344
MSTRG.28205,Medtr8g056940,G7LB15,G7LB15_MEDTR,11407798,MTR_8g056940,44544,chr8,18873208,18874964,.,-,.,glutathione S-transferase amino-terminal domain protein,cluster6,MSTRG.28205,TSS56433,chr8:18873207-18874964,Medtr8g056940,cluster6,8.418,3.75611,4.07549,4.01139,6.81486,2.36005,3.30751,0.342630455,1.184253754,1.633483327,2.342382024,1.38152392,-0.403715253,-1.093619391,0.595819267,-0.838732988,0.15720301,0.992531489,-0.417439462,-0.668677397,-0.438338868,-0.233515254,-1.260169507,0.436944429,0.508109037,-0.50409539,-0.127483491,0.42966466,1.399438174,0.904606489,1.35242334,0.762396265,-1.59224681,-0.959638091,-1.111758228,-0.907406648,-0.995145189,-0.753543178,-1.655312509,0.425734703,-0.606154522,-0.282152169
MSTRG.28290,Medtr8g058597,G7KSP5,G7KSP5_MEDTR,"11432522, 25501211","MTR_7g108860, MTR_8g058597",44661,chr8,20211010,20213755,.,-,.,CS domain protein,cluster4,MSTRG.28290,TSS56494,chr8:20211009-20213755,Medtr8g058597,cluster4,2.42076,3.92753,0.570374,1.66257,1.12351,3.17072,0.944612,-0.911692454,0.054848789,2.406217937,-0.784527018,-0.83350693,0.058365233,2.545525777,-0.213301044,1.78149277,-0.621352237,-0.480685288,-0.359244549,-1.04056961,-0.947481786,-0.554596338,-0.098468602,-0.433766573,0.972008388,0.660986659,-0.793402749,-0.28781729,-0.34198372,-0.73636583,-0.399988259,0.595403881,-0.272390843,0.198462838,1.230535314,-0.329368972,2.201534085,-0.16655573,-0.825722516,-0.516406931,0.626487043,-1.382673444
MSTRG.28307,Medtr8g059170,A0A072U0Z0,A0A072U0Z0_MEDTR,25501241,MTR_8g059170,44694,chr8,20701024,20703544,.,+,.,NAC transcription factor-like protein,cluster3,MSTRG.28307,TSS53029,chr8:20701023-20703544,Medtr8g059170,cluster3,1.35117,1.40565,3.44183,1.4968,0.739357,0.185091,2.16492,-1.013995709,-0.755756765,-0.449600344,1.657994092,-0.195347974,-0.485684195,-0.660681138,-0.423994663,1.242136711,0.43082984,0.576888976,1.061424621,2.118539695,2.255452977,-0.34854828,-0.804660229,1.029384737,0.35335765,0.302625814,-0.169057052,-0.875314396,-0.851390182,-0.174057398,0.274964134,-1.075019218,-1.052904297,-1.326352847,-1.367503047,-1.290591671,-1.08847373,1.097093948,0.194994812,1.438366074,0.16871139,0.206167665
MSTRG.28308,Medtr8g059425,A0A072TPN6,A0A072TPN6_MEDTR,25501257,MTR_8g059425,44710,chr8,20862231,20864143,.,+,.,UDP-glucosyltransferase family protein,cluster5,MSTRG.28308,TSS53037,chr8:20862230-20864143,Medtr8g059425,cluster5,8.00279,6.07397,3.98858,7.38581,17.2674,6.46013,6.23936,0.264198074,0.526283811,-0.530408356,1.283622021,-0.970014413,-0.418088308,-0.78759192,0.022664511,-0.526820085,0.14739122,-1.03157656,-1.761303408,0.092422744,-1.63636467,-1.577816544,0.553035188,0.144007683,0.087864927,-0.040337389,-0.366124476,2.201945671,1.327154592,2.259017524,1.913623037,1.304179542,-0.540086856,-0.319844314,0.19998518,-0.780773642,0.390188524,-0.892750368,0.182754269,0.278445105,-0.184970286,-0.813912028
MSTRG.28324,Medtr8g059605,A0A072TQI9,A0A072TQI9_MEDTR,25501262,MTR_8g059605,44715,chr8,20993796,21004050,.,+,.,LRR receptor-like kinase,cluster3,MSTRG.28324,"TSS53044,TSS53045",chr8:20993775-21004256,Medtr8g059605,cluster3,3.58087,3.98804,7.51352,3.38513,2.39163,3.39274,5.47602,0.2921449,-0.674481344,-0.423836285,-0.409173876,0.020776156,0.567654627,-1.329128433,-0.302325248,0.22062034,0.561635402,1.233093502,2.241780434,1.189289453,1.553685238,1.409361224,-0.338199043,-0.003460899,-0.549516492,-0.826688421,-0.073558752,-0.674964167,-0.922386659,-1.799650181,-1.735866466,-0.497749329,0.225033069,0.353901299,-2.134103022,-0.72875088,-0.055875242,1.370476171,0.96944749,0.17202184,0.01083328,1.087960314
MSTRG.28341,Medtr8g059790,G7LCV1,G7LCV1_MEDTR,11409843,MTR_8g059790,44779,chr8,21934174,21934926,.,-,.,Kunitz type trypsin inhibitor,cluster5,MSTRG.28341,TSS56558,chr8:21934173-21934926,Medtr8g059790,cluster5,159.356,173.236,2.00074,185.383,261.374,127.86,9.64806,0.720376594,0.59053172,0.541960066,0.758302113,0.175226553,-0.238720803,1.224407344,0.633649502,0.464337457,-0.050928936,-1.588744013,-1.745896231,-1.673800422,-1.896989779,-1.768993395,0.750772294,0.642330615,0.817433502,0.698254301,0.394731619,1.230284121,0.573719761,0.843640778,0.793855833,0.713420455,0.385075304,0.426242048,0.51259333,0.317063795,0.62254247,-1.619251828,-0.844454882,-0.45240598,-1.463481252,-1.487084054
MSTRG.28346,Medtr8g060550,G7LCV7,G7LCV7_MEDTR,"11406267, 25502491","MTR_8g060550, MTR_8g461690",44746,chr8,21403659,21404261,.,-,.,Kunitz type trypsin inhibitor,cluster5,MSTRG.28346,"TSS56539,TSS56540,TSS56541,TSS56542",chr8:21369891-21798896,"Medtr8g060550,Medtr8g461050,Medtr8g461690",cluster5,284.235,176.63,3.93639,361.926,519.918,321.823,16.2681,0.782164843,0.62762322,0.587167855,0.606581339,0.081167771,-0.627980087,0.880476606,0.210132448,0.132841437,-0.082914215,-1.490431154,-1.806038337,-1.91613323,-1.781342055,-1.804985906,0.845577524,0.543917945,0.782776785,0.821024156,0.498993745,1.022013761,0.779196912,0.979378593,0.95937976,0.839912555,0.457450631,0.563651442,0.856572909,0.352189764,0.839431261,-1.370694481,-0.926219656,-0.611517249,-1.367836904,-1.263529989
MSTRG.28337,Medtr8g060850,G7LCX2,G7LCX2_MEDTR,11409472,MTR_8g060850,44738,chr8,21269935,21271088,.,+,.,metallothionein-like protein type 3,cluster5,MSTRG.28337,TSS53055,chr8:21269934-21271088,Medtr8g060850,cluster5,2372.52,2758.72,840.67,1934.29,1724.19,3885.3,878.911,0.394196387,0.733102738,0.780956032,0.41479974,0.380034374,0.098277546,2.398051382,0.547774147,-0.936415445,-0.568814082,-1.074918038,-0.635799725,-1.141383264,-1.586618932,-1.260507447,-0.426301498,-0.452948751,0.859285622,0.462680848,0.271160418,0.393757342,-0.521362615,0.13378057,-0.293015222,0.29791551,1.735957136,1.474051376,1.87160962,0.879372349,0.196619892,-1.522401663,-1.249480075,-0.571286498,-0.691123823,-1.391005951
MSTRG.28330,Medtr8g061360,G7LDS3,G7LDS3_MEDTR,11406369,MTR_8g061360,44724,chr8,21128686,21132763,.,+,.,tyrosine/nicotianamine family aminotransferase,cluster3,MSTRG.28330,TSS53050,chr8:21128685-21132763,Medtr8g061360,cluster3,1.34992,2.17953,3.70115,2.45637,1.65647,0.85201,3.0354,-0.379004114,-1.415039851,-0.609169242,0.730689463,-0.891883421,-0.614782025,-1.723915665,-0.136640792,1.076508206,1.244505665,0.583675702,1.11992695,1.888567796,1.551520079,-0.870292531,-1.06946451,0.50902428,0.949601506,0.751740573,0.40224656,0.427311165,-0.658561805,-0.066237389,0.006451247,-0.543434606,-0.333249756,-1.004953835,-0.941456816,-1.170850181,-1.032628447,1.902238088,1.293977084,0.752025164,-0.922824035,-0.805620507
MSTRG.28526,Medtr8g061950,G7LDS9,G7LDS9_MEDTR,11408680,MTR_8g061950,45186,chr8,25866267,25867866,.,-,.,glutathione S-transferase amino-terminal domain protein,cluster5,MSTRG.28526,TSS56785,chr8:25866266-25867866,Medtr8g061950,cluster5,38.7163,47.8599,18.5889,44.649,95.1057,51.6852,27.5682,-0.030361637,-0.235633021,-0.214318651,0.913039737,-0.996837366,-0.000813604,0.783472676,0.221446491,-0.132940396,0.648405054,-1.469841142,-2.084828256,0.13105782,-1.869372623,-1.539548115,0.554212468,0.048887493,0.433737314,0.359187356,-0.405199247,1.287084568,0.898624001,2.202946441,1.594126413,0.847053762,0.178416857,-0.447081793,1.684209865,-0.630192211,0.41560692,-1.135305466,-0.322511129,0.196819044,-0.511628554,-1.37192107
MSTRG.28527,Medtr8g061960,G7LDT0,G7LDT0_MEDTR,11407124,MTR_8g061960,45187,chr8,25868658,25873739,.,-,.,beta-13-galactosyltransferase-like protein,cluster5,MSTRG.28527,TSS56786,chr8:25868657-25873739,Medtr8g061960,cluster5,4.31047,4.19449,2.70596,4.44735,7.81812,5.03556,3.15216,0.438422957,0.480882208,-0.385091347,0.000419559,-0.611603242,0.13618597,-1.563578638,0.870775228,0.158157742,-0.371468291,-1.630956079,-1.230656417,-1.037596699,-1.463357744,-0.790990998,0.564267,-0.126641055,0.082406176,0.003815263,-0.07479572,1.347267781,2.300500701,1.630550009,1.788857702,1.584927237,0.422424435,0.151978346,0.662997381,-0.175705946,1.055666459,-0.254965486,-0.929800585,-0.86386383,-1.158861855,-1.010568222
MSTRG.28549,Medtr8g062440,A0A072TRB7,A0A072TRB7_MEDTR,11415612,MTR_8g062440,45217,chr8,26099624,26105442,.,+,.,cinnamyl alcohol dehydrogenase,cluster5,MSTRG.28549,"TSS53337,TSS53338",chr8:26099623-26105442,Medtr8g062440,cluster5,8.82611,5.70545,3.65949,12.4318,13.3521,9.15663,5.09994,0.274971436,-0.439895322,0.02255497,1.706377679,-0.796250785,-0.661345637,0.098394143,-0.337902632,-1.26628363,-0.374747595,-1.616424941,-1.190911415,-0.559841265,-1.701597546,-1.293145462,0.069633896,1.499166655,1.292750031,1.382429945,0.41943899,0.214309166,1.141402864,1.83314795,1.564673612,0.562093328,0.243078951,0.061553289,1.385605372,-0.291381416,0.27495808,-1.264895513,-0.119884649,-0.359068343,-0.774341636,-0.998622572
MSTRG.28606,Medtr8g063080,A0A072U2E8,A0A072U2E8_MEDTR,11410705,MTR_8g063080,45256,chr8,26405358,26412766,.,+,.,inactive purple acid phosphatase-like protein,cluster3,MSTRG.28606,TSS53363,chr8:26405318-26412766,Medtr8g063080,cluster3,20.1147,24.1439,41.3737,10.5598,10.2725,7.71152,34.9445,-0.195563387,-0.271631876,0.283452248,0.902494805,-0.055566473,0.888204027,0.171381869,0.523774311,-0.21692584,0.80771612,1.641293469,1.180115119,1.19428548,1.355291139,1.362551304,-1.208337379,-0.814371181,-0.726921685,-0.594959805,-0.788479985,-0.763740737,-0.649508304,-1.103918799,-0.658696492,-1.18220178,-1.416448595,-1.043331414,-1.421166594,-1.260092093,-1.323291905,0.971361912,1.190592117,1.2128497,1.049127104,0.960663603
MSTRG.28613,Medtr8g063200,G7LFF9,G7LFF9_MEDTR,11411027,MTR_8g063200,45265,chr8,26460444,26461240,.,-,.,DUF4228 domain protein,cluster5,MSTRG.28613,TSS56830,chr8:26460443-26461240,Medtr8g063200,cluster5,2.6965,2.66156,1.64531,2.42307,11.8223,2.80239,2.75051,0.424440515,-1.049888024,-0.388537589,1.090089231,-1.727409671,-0.713677094,-1.727409671,-0.530020976,-0.822973956,1.465510031,-1.727409671,-0.362904857,0.509668834,-0.791777303,-0.689282497,-0.64213089,-0.350676647,-0.284757354,0.531359881,0.057943671,2.214107213,1.832381184,1.827614312,1.635407381,0.37044038,0.222408473,0.265717391,-0.051361266,0.082006377,-0.253290798,-0.982998808,0.82485991,-0.335364152,0.19392851,-0.116012072
MSTRG.28618,Medtr8g063270,G7LFG6,G7LFG6_MEDTR,11410708,MTR_8g063270,45271,chr8,26495673,26501562,.,-,.,cellulose synthase-like protein,cluster6,MSTRG.28618,"TSS56834,TSS56835",chr8:26495672-26501562,Medtr8g063270,cluster6,50.1112,26.1286,13.0841,29.2555,21.7409,21.2609,16.9795,1.537194897,1.755133003,1.349102911,0.014110146,2.401687464,0.087909101,0.414183605,0.702070269,0.892640604,-1.192017249,-1.142649698,-1.209256937,-1.387803344,-1.202168423,-0.24802266,-1.588545274,0.627878239,0.821296818,1.031317713,0.763614435,0.130210935,0.739621746,-1.15022555,-0.939115881,0.326393076,-0.633352176,0.239464401,-0.034920753,0.522870111,-0.884096109,-0.523832287,-0.986315675,-0.943964543,0.039153302,-0.329566218
MSTRG.28632,Medtr8g063790,A0A072U2F7,A0A072U2F7_MEDTR,25501287,MTR_8g063790,45307,chr8,26727312,26732406,.,-,.,trehalose-6-phosphate synthase domain protein,cluster3,MSTRG.28632,TSS56851,chr8:26727311-26732406,Medtr8g063790,cluster3,9.17156,34.5679,45.3481,14.2122,15.9241,18.8682,35.493,-1.075027576,-1.282330542,-1.758181592,-1.048969198,-1.906245791,0.583964377,1.263456804,0.75852864,0.103768164,1.188043527,1.06890901,1.197609166,1.42802565,1.26724742,1.484118939,-0.204967187,-0.765001593,-1.134052912,-1.017136675,-0.405197543,0.532959268,-0.942713885,-0.655998528,-0.950229889,-0.918779477,-0.370700026,-0.163697478,0.052864032,-0.637796589,0.033012189,0.924094476,1.310752648,0.688429296,0.57795468,0.773288193
MSTRG.28650,Medtr8g064530,A0A072TS42,A0A072TS42_MEDTR,25501334,MTR_8g064530,45354,chr8,27065064,27067757,.,-,.,polygalacturonase non-catalytic protein,cluster7,MSTRG.28650,TSS56873,chr8:27064185-27067757,Medtr8g064530,cluster7,123.098,42.8715,13.7672,80.1067,39.011,21.0169,36.7708,0.326497089,1.889996827,0.860512759,0.73617353,2.193434281,0.785836597,0.036635865,-0.194829774,0.793437059,-1.402919529,-0.589752141,-1.272232496,-1.136681047,-0.776723521,-1.47686114,0.494020293,1.610822161,0.937238825,0.831600817,0.388566288,0.479443534,0.156247844,0.72163027,-0.681605223,-0.747000398,-0.985735569,-0.233475195,-0.167640567,-0.334623752,-1.596295542,1.206770884,-0.641468658,-1.568123537,-0.72459551,0.081698676
MSTRG.28652,Medtr8g064560,A0A072TRI5,A0A072TRI5_MEDTR,25501336,MTR_8g064560,45355,chr8,27078693,27081258,.,-,.,polygalacturonase non-catalytic protein,cluster6,MSTRG.28652,TSS56874,chr8:27078692-27081258,Medtr8g064560,cluster6,86.0948,79.6471,29.4835,62.5274,58.8951,65.531,51.3799,-0.14183886,1.645408944,-0.050458158,-0.052437152,2.309135621,0.899226978,1.420708108,0.886204813,1.155065652,-1.108060654,-1.342969331,-1.978671815,-1.62696227,-1.617504943,-1.097916252,0.299133291,0.530578436,0.167446789,0.224606877,-0.129639985,0.755850422,0.200075673,0.0557718,-0.264375706,-0.505819537,-0.465296636,0.666389255,1.196285494,0.545709355,-0.832703974,1.043593875,-0.708249472,-0.794675712,-0.779459834,-0.504151092
MSTRG.28654,Medtr8g064610,A0A072TS46,A0A072TS46_MEDTR,25501340,MTR_8g064610,45359,chr8,27119100,27121747,.,+,.,zinc-binding dehydrogenase family oxidoreductase,cluster6,MSTRG.28654,TSS53427,chr8:27119099-27121747,Medtr8g064610,cluster6,3.17043,1.28424,1.12056,2.47744,2.02893,1.21468,1.08039,0.236231445,1.383469287,1.17452094,1.006595074,2.450363371,0.040727517,-0.880009826,-0.636554937,0.456026621,-1.175027178,1.135294245,-1.280965474,-1.048769991,-1.541696224,-1.1483589,0.480736991,1.248545536,0.353304226,0.73685949,1.185024333,0.665415117,0.841409942,0.677923714,-0.161515204,-0.015282045,-0.491008083,-0.948438081,-0.334931168,0.461526001,-1.330172756,-0.069719938,-1.065073362,-1.486547759,-1.022085643,0.102182721
